MichaelBW80, 0, 2020-10-31 23:43:10, RT @BuildingDetroi1: Here is my election prediction: We get Biden with a GOP Senate and a Dem House. Everyone gets fucked. This is a…, 
MichaelBW80, 0, 2020-10-31 23:43:03, RT @StuSim: I don't know much about this space. I'm going to need to be more diligent in my research process I'll use this as an excuse t…, 
bushiname, 0, 2020-10-31 23:42:52, @garyblack00 Do you have revenue and gross profits number?  The proportion should be even higher.  $TSLA $TSLAQ, 
MichaelBW80, 0, 2020-10-31 23:42:37, RT @ElazarAdvisors: We had another up month in our model portfolio. Sizing and timing markets and stock ideas has helped us have this stead…, 
marklevinshow, 3770, 2020-11-02 18:52:51, Exactly. And I listened to the audio myself. Biden said America is dead but FB dinged this as partly false on my si… https://t.co/AiYpTUD4OB, 
lenirobredo, 973, 2020-11-03 12:31:05, We've been receiving many msgs asking for updates from Catanduanes. They only have a satellite equipment that provi… https://t.co/0fUnJouZlG, 
RVCJ_FB, 4365, 2020-11-02 03:30:05, Happy Birthday @iamsrk #HappyBirthdaySRK #SRK55 #ShahRukhKhan https://t.co/PdC9juwDpD, 
im_delaperriere, 0, 2020-11-03 21:43:48, RT @Ken4Shortt: Please Alabama for the love of God don’t vote the FB coach https://t.co/RooZteYPef, 
Nice19480968, 0, 2020-11-03 21:43:46, RT @BrophersGrimm: Seal Team Sh*t are hitting up #ModernWarfare You can catch us on #FacebookGaming below show some love! #SearchandDestro…, 
_kenziealysee, 0, 2020-11-03 21:43:45, @meillybaby_ Chile folks carrying on so bad on my FB, 
tusiimem01, 0, 2020-11-03 21:43:44, @Mayrhiam_ @tusiimem01 for a quick fb, 
PureTalent, 0, 2020-11-03 21:43:43, RT @PBR_JUCO: Strong start to @LincolnTrailBSB pitching with Cade Carlson up to 91.5. Tight high spin breaker. Quick arm. Very good FB lif…, 
Kikuyukuyu, 0, 2020-11-03 21:43:42, RT @Kikuyukuyu: America by Joshua Cotter https://t.co/JhiaHGPetX via @FacebookWatch, 
fb_steve, 0, 2020-11-03 21:43:42, @flapjacksevens I did that once years ago.  I managed to get two of them down  then threw in the towel and trashed… https://t.co/VUHDGkjExe, 
2d93700f5e3744c, 0, 2020-11-03 21:43:41, @dbongino I understand on  my pages in FB has given me Jailhouse for 30 days. They have been doing this to me an m… https://t.co/5jFCqGuMY9, 
MTGoldblum, 0, 2020-11-02 03:30:05, @slewfan Pls FB, 
PeterLi87273323, 0, 2020-11-02 03:30:03, RT @KittyLists: Trump rally in Vacaville CA FB stream: https://t.co/LlrNJRkSoN https://t.co/uxuNIpHHvb, 
eSmartGameCafe, 0, 2020-11-02 03:30:01, [Fractional Match 2] Puzzle using matches. Fractional number version! Enjoy the game with your smartphone! https://t.co/KvigaVx7nZ #game #fb, 
speakingtree, 0, 2020-11-02 03:30:00, Master the art of remaining stress free and calm. Learn the essence of life through the #bhagavadgitaGita (In Hindi… https://t.co/dG47XNjamz, 
vjesmith1, 0, 2020-11-02 03:29:57, RT @Women2Dc: He also threatened me to “watch him” &amp; follow him because ”all signs going down.”Later I find out this father @roysilber l…, 
Pat_Stedman, 0, 2020-11-02 03:29:56, RT @kateperidots: Yep I’ve done this. The only fb male friends I have now are family members or people I work with, 
NJMNIES, 0, 2020-11-02 03:29:52, @dllvnra fb n rt pinned thanks, 
Petco, 0, 2020-11-02 03:29:51, @nysportsfan45 Hi there. We're sorry to hear that it didn't last long! We recommend bringing it to your local store… https://t.co/FTRyN8x550, 
blaketiplek, 1, 2020-11-02 03:29:50, @rheyzx @yajelascantip fb+rt pinned thx, 
aanthonyy, 0, 2020-11-02 03:29:49, @FB_FilmAnalysis Bump, 
TheMurrMiester, 2, 2020-11-02 03:29:48, @packers This is what happens when you draft positions that we absolutely don’t need and don’t add any depth. Injur… https://t.co/yq4p8t0Jod, 
lstdmpr, 0, 2020-11-02 03:29:46, @nanaland00_ Fb+rt pinned, 
shinchan066, 0, 2020-11-02 03:29:44, @glngxfp fb ys, 
j5kesdcpr, 0, 2020-11-02 03:29:42, @peachyyyvibes fb+rt pinned moms, 
Dr_AnnieM13, 0, 2020-11-02 03:29:42, RT @humorandanimals: when memes come to real life(Kristin Cecile FB) https://t.co/BtV4I7dS5W, 
buzzard19811, 0, 2020-11-02 03:29:41, RT @db6strings: @kilmeade @realDonaldTrump If they did then WHY would FB censor this?  It’s time to expose those platforms that censor us…, 
ElviraMej, 0, 2020-11-02 03:29:38, RT @humorandanimals: when memes come to real life(Kristin Cecile FB) https://t.co/BtV4I7dS5W, 
Reddy, 0, 2020-11-02 03:29:37, RT @kevinroose: Some month-end data from Facebook: in October the most-engaged link posts from U.S. pages (excluding some UNICEF posts tha…, 
PrimesSparrow, 0, 2020-11-02 03:29:35, RT @Poetryman551: Hey #WritingCommunity &amp; #readingcommunity I want to do an #epic #writersliftI would love to reach 3k followers before ne…, 
fluffcheezy, 2, 2020-11-02 03:29:34, @beleviacalantha @_iWinter_Bear fb bund, 
KeyTBoi, 0, 2020-11-02 03:29:33, @FB_FilmRoom @RobGrasso3 @CBSSports 2nd highest era adjusted Rating*, 
sgmapt, 0, 2020-11-02 03:29:31, RT @Women2Dc: He also threatened me to “watch him” &amp; follow him because ”all signs going down.”Later I find out this father @roysilber l…, 
meraaadavis, 0, 2020-11-02 03:29:30, Lol I just be talking shut on fb, 
carpenterjulie6, 0, 2020-11-02 03:29:30, RT @RatherDog: @MeidasTouch @RzstProgramming His name is  Eliazar Cisneros. He posted the video on FB and funny enough- look who he is with…, 
HillelSims, 0, 2020-11-02 03:29:29, RT @KittyLists: Trump rally in Vacaville CA FB stream: https://t.co/LlrNJRkSoN https://t.co/uxuNIpHHvb, 
peraltaniston, 0, 2020-11-02 03:29:29, @kqaterina hi i need more tvd moots! fb?, 
Evan_Arkadia, 2, 2020-11-02 03:29:29, @GoddnessOf Imo it feels inferior minus the fact more people are here i only am here because my FB account got sho… https://t.co/XbjHdVc1Wo, 
omuneek2, 0, 2020-11-02 03:29:23, RT @Women2Dc: I will be filing a restraining order agar @roysilber because #RoySilber has threatened me in private on FB in the past &amp; this…, 
FB_FilmRoom, 0, 2020-11-02 03:29:22, @KeyTBoi @RobGrasso3 @CBSSports Good thing he made the smart move as the Head Coach to stick with Brady at the end… https://t.co/Kt6APbG3Hn, 
repsbitch, 0, 2020-11-02 03:29:21, @PopBaseNow fb you ain't beyonce, 
lucyelizab3th1, 4, 2020-11-02 03:29:21, its so funny when a restaurant or bar gets outted as being racist and someone on fb goes "but i know the owner" like ????????, 
zcelida, 0, 2020-11-02 03:29:17, Two days ago I shared the letter in FB n it was censored. https://t.co/IgPX04agJd, 
robinbobbie, 0, 2020-11-02 03:29:17, @TexasTribune This was posted on FB... they look pretty proud about doing this. https://t.co/pxRvl4pXZ3, 
suddenimpact031, 1, 2020-11-02 03:29:12, @Rotoworld_FB Going from worst to first., 
DSmith40, 0, 2020-11-02 03:29:08, Laika 11/1/207 Weeks OldCOF-RH-FB-GH x COF-RHKhaki Bar henSired by Cody out of Rigby 9/13/20Bred by The Ramsey… https://t.co/EeWbBFX6ry, 
KuRanH2, 0, 2020-11-02 03:29:05, @XXIIIB_ Lol fb, 
crushbaekk, 0, 2020-11-02 03:29:05, @0hod0_ @baekgrly fb rt pinned, 
alonderzz, 0, 2020-11-02 03:29:03, RT @humorandanimals: when memes come to real life(Kristin Cecile FB) https://t.co/BtV4I7dS5W, 
lstdmpr, 1, 2020-11-02 03:29:03, @nyladdepark Fb rt pinned, 
VioliCalvert, 3, 2020-11-02 03:29:03, An interview of our Champ after game yesterday posted on THW Kiel FB page:  [I presumed all in Twitter has FB accou… https://t.co/CDOBWHQqLT, 
theugliestking, 0, 2020-11-02 03:29:01, @AzuReverie Cleansing my fb list every couple months has been the best.. every now and then someone slips under the… https://t.co/ThsLk466EJ, 
dochartdc, 0, 2020-11-02 03:29:01, RT @KittyLists: Trump rally in Vacaville CA FB stream: https://t.co/LlrNJRkSoN https://t.co/uxuNIpHHvb, 
TexFoodie, 1, 2020-11-02 03:29:00, Don't even WATCH - GO VOTE - ignore ALL TV RADIO TWITTER FB etc.. just vote pray and rest. https://t.co/DQgCh2SPXG, 
flamboyantflora, 0, 2020-11-02 03:29:00, RT @austinigbokwe: The story of buhari s death @NATO @aishambuhari @JustinWelby @lambethpalace @GOVUK @ConMEPs @Conservatives https://t.co…, 
crushbaekk, 0, 2020-11-02 03:28:59, @azhgptr_ @baekgrly fb rt pinned, 
NoMorePlatosCav, 5, 2020-11-02 03:28:58, @TileTony I put a picture of Melania in her nekked heyday on FB this afternoon and said that I'd spared them wors… https://t.co/wZckSnpdKl, 
publicroad, 0, 2020-11-02 03:28:58, RT @kevinroose: Some month-end data from Facebook: in October the most-engaged link posts from U.S. pages (excluding some UNICEF posts tha…, 
iNomSana, 0, 2020-11-02 03:28:56, @kook0_o I HATE U SO BAD FB, 
Kevinsevenup, 0, 2020-11-02 03:28:51, RT @Women2Dc: I will be filing a restraining order agar @roysilber because #RoySilber has threatened me in private on FB in the past &amp; this…, 
PrspCntSports, 10, 2020-11-02 03:28:50, Garrett Browning (Sarasota HS and Hit Factory Pro) was very impressive at our showcase today. He’s an uncommitted 2… https://t.co/n1MU0a3swc, 
fussykarpet, 1, 2020-11-02 03:28:50, @ENJlTODOROKI wtf fb wild, 
taheta_, 87, 2020-11-02 03:28:48, wyb as a community manager customer: *angry fb message* i am highly offended that your retail staff addressed me… https://t.co/X52Ofb3xcC, 
blaketiplek, 1, 2020-11-02 03:28:47, @benthz_ @laurazzhr12 fb+rt pinned thx, 
iamhappycamper, 0, 2020-11-02 03:28:47, @USATODAY Trump trains are designed to intimidate and slow traffic thus discouraging people from driving to the pol… https://t.co/jyURirMgxD, 
cloudyskyl, 0, 2020-11-02 03:28:40, @HdzLisya Fb+rt pinned yaw, 
fmyyz80, 0, 2020-11-02 03:28:39, RT @RyanRozbiani: Here it is folks my Growth Dividend IRA Stock GuideRTs are appreciated. Enjoy!$ARKW $VTI $FB $AAPL $TTCF $U $SPOT $Q…, 
_RoshanNayak, 0, 2020-11-02 03:28:39, @0agARZGlXKUqyNF done..fb plz.., 
_Naaeeeee, 0, 2020-11-02 03:28:34, Let me go back and delete fb again to much negativity, 
badmancrooks, 0, 2020-11-02 03:28:32, RT @Marilyn4RedCan: @MichelletypoQ @youseepeeYYC This was on FB on the Alberta Movement to Remove Kenney page https://t.co/05sCk0wcG0, 
EnjoyLifeyyy, 0, 2020-11-02 03:28:32, RT @stellyssuh: I've seen posts from Viga Catanduanes fb page and here are some photos I've found. The picture captures houses trees and…, 
rza_72445, 2, 2020-11-02 03:28:31, Turkesh branded overcoats are available in Bajaur also. Anyone interested. Contact us nd visit our FB page… https://t.co/Eoy2l7A847, 
MrGhost87561358, 0, 2020-11-02 03:28:31, @ScottBaio Waited a month for a fb. Oh well God Bless you. https://t.co/sLzKSDOdUL, 
lovenicgst, 0, 2020-11-02 03:28:31, @aplebombs fb rt pinned thanks, 
thethrasher, 0, 2020-11-02 03:28:26, @outlaw_fan Haha I deleted FB a couple months ago., 
_RoshanNayak, 0, 2020-11-02 03:28:26, @AnuragM06168059 fb please, 
manita_kapoor, 0, 2020-11-02 03:28:25, RT @kunalpurohit: Inside Facebook Ankhi Das had carefully cultivated an air of invincibility around her: through access to power her succ…, 
zhongjinrakkk, 1, 2020-11-02 03:28:25, @jaeminawk_ fb + bantu rt/like pinned, 
ycurbaee, 0, 2020-11-02 03:28:24, @xkthjn fb+rt pinned, 
Rickyross_FB, 0, 2020-11-02 03:28:23, Lf1m for ranked going at least 4-6 hours, 
Queeenbee55, 1, 2020-11-02 03:28:21, @DemocracyFightr  Thanks for the FB, 
bucinjepery2, 0, 2020-11-02 03:28:19, @Kookieu_ @laffjeykey fb+rt pinned, 
EppiliNaveen, 0, 2020-11-02 03:28:18, RT @NTRFanTrends: 24 Hours Facebook Updated Views!! (Uploaded on @tarak9999's FB Page Yesterday)Telugu - 870K Views Hindi - 500K Views…, 
cpfornamu, 1, 2020-11-02 03:28:18, @benthz_ @TaeKim40861892 fb+rt pini followed @965TDY and I vote for #RM of #BTS (@BTS_twt) for #BiggestCrush on #TDYAwards, 
liuejjch, 1, 2020-11-02 03:28:17, @jaeminawk_ @yuu_taaa_1026_ fbrt pinned hyung, 
lindacorbett18, 0, 2020-11-02 03:28:16, RT @MartiJoGrayson: I posted this on FB yesterday and some of my Trump supporting friends had the nerve to tell me Trump doesn't incite vio…, 
_RoshanNayak, 0, 2020-11-02 03:28:15, @xdnilesh fb plz, 
mugiwaranoyonce, 0, 2020-11-02 03:28:13, @PopBaseNow Fb here too OOMf https://t.co/6rDNpmGX1x, 
christie_1122, 1, 2020-11-02 03:28:12, @Takeuchee what a shame Kang SW's such form for the whole season isn't rewarded. In Oct selection he was opted out… https://t.co/7pdIDd1QIs, 
ManujSaikia11, 0, 2020-11-02 03:28:09, @VilenJoker @LoveuRubina Done fb, 
ecaaaaaaaaaaaz, 0, 2020-11-02 03:28:08, @btrvly97 Fb moms, 
RoeselerC, 0, 2020-11-02 03:28:05, RT @Women2Dc: According to the Corcoran Group statement they have dissociated themselves w:Roy the man that accosted me. Thx to all the sh…, 
GloriaCampos, 0, 2020-11-02 03:28:05, RT @AuthorKimberley: A woman posted this on FB. What a wretched person. https://t.co/eralRWofiO, 
KSJ_Lovers, 1, 2020-11-02 03:28:03, @drkestxrsh @kicyfvk Fb+rt pinned, 
lovenicgst, 1, 2020-11-02 03:28:03, @fdhdyy fb rt pinned thanks, 
Rotoworld_FB, 17, 2020-11-02 03:28:02, Report: NYJ/PIT working on Avery Williamson trade https://t.co/4pagtcWpsl, 
KeyTBoi, 0, 2020-11-02 03:28:02, @FB_FilmRoom @RobGrasso3 @CBSSports 21-28 with Testaverde &amp; Bledsoe in their prime. Sad, 
ownyaownthrone, 0, 2020-11-02 03:28:01, RT @humorandanimals: when memes come to real life(Kristin Cecile FB) https://t.co/BtV4I7dS5W, 
banaili, 2, 2020-11-02 03:27:57, Apparently I still have Berners following me on social media. Went to check FB after a long time and top of the pa… https://t.co/s4NozTNahz, 
Aruexp, 0, 2020-11-02 03:27:56, RT @Pinku_JP: Ah yes my neutral is incredible *FB Skull* https://t.co/kjJrQ4DhdG, 
miggiepdx, 0, 2020-11-02 03:27:56, RT @Women2Dc: I will be filing a restraining order agar @roysilber because #RoySilber has threatened me in private on FB in the past &amp; this…, 
julipeno, 0, 2020-11-02 03:27:55, Please see my previous comment about FB's conundrum. https://t.co/Ff2KgUZ2Ek, 
kissfilove, 0, 2020-11-02 03:27:54, RT @VLNTNES: i feel like i have to say this bc ppl unf if i don’t fb right away if your age isn’t accessible anywhere on your profile or y…, 
JayklaA, 0, 2020-11-02 03:27:53, RT @WCYB_Heather: Friday Night Huddle: @VolunteerHS_FB wraps up the season with a win @GreeneDevilsFB rolls @sehsfootball and @ScienceHill…, 
QueenBGaming, 0, 2020-11-02 03:27:52, @gigglestink_fb That is always a W, 
katsukisbomb, 9, 2020-11-02 03:27:51, also WTAF i want more moots #anitwt if you like bakugou  bnha  haikyuu  kny  anime in general FOLLOW ME ILL FB !!!!!!, 
yotarashere, 1, 2020-11-02 03:27:51, @jaeminawk_ @jimmochiy fb + rt pinned thx, 
RoeselerC, 0, 2020-11-02 03:27:49, RT @Women2Dc: I will be filing a restraining order agar @roysilber because #RoySilber has threatened me in private on FB in the past &amp; this…, 
sciFLY_, 0, 2020-11-02 03:27:46, @onlyonenic__ You ain’t got to. I’m just letting you know but imma just do it from the fb story., 
SumanDey_02, 0, 2020-11-02 03:27:43, RT @Babitaganguly2: #MondayMotivation Today's online satsang series.Naam satsang @ 10.30am &amp; 4pmBhavsatsang @ 2.30pmDharma samvad @ 7pm…, 
KeyTBoi, 0, 2020-11-02 03:27:39, @FB_FilmRoom @RobGrasso3 @CBSSports Highest era Adjusted Rating of his career &amp; highest era Adjusted AY/A of his ca… https://t.co/34yCFWKkDt, 
KarleenWattSong, 9, 2020-11-02 03:27:39, Just deleted the FB app from my phone. Best. Decision. Ever., 
lovenicgst, 0, 2020-11-02 03:27:37, @FAVXKTH fb rt pinned thanks, 
KWilson_35, 0, 2020-11-02 03:27:36, RT @JacksonHetzel: Honored to be selected unanimously 1st team all conference wide receiver ! @Howell_FB @12tHManBoosters @GSV_STL @JPRockM…, 
JamesTillmanIII, 0, 2020-11-02 03:27:32, @Itsyab0y04 @wolfpacker28694 @Erresuma826 @RealMickFoley You really think I’m going to show you my name on FB and y… https://t.co/z0rJcSrZ5c, 
notyourfairyyy, 0, 2020-11-02 03:27:31, @yena_kalem done ya fb, 
DeepDiveCapital, 0, 2020-11-02 03:27:30, @LSValue @LiviamCapital Yeah - I was under the impression that for in-game ad placements Unity’s ads are inferior… https://t.co/nO7wsyAix0, 
Melamell91, 1, 2020-11-02 03:27:29, @ddoublesoftt Done fb, 
NotRsc, 1, 2020-11-02 03:27:28, @BHDrumr @noti Fb? noti, 
CookSafari, 6, 2020-11-02 03:27:27, Customer voicereceived customer response over FB of Cooksafari Khadhai Paneer.#readytoprepare #makeindia #food… https://t.co/tTaEHBN4z9, 
MTGoldblum, 1, 2020-11-02 03:27:25, @Shannon4Jesus77 @hecterhorncast Done. Pls FB, 
KittyLists, 671, 2020-11-02 03:27:25, Trump rally in Vacaville CA FB stream: https://t.co/LlrNJRkSoN https://t.co/uxuNIpHHvb, 
ratbitchgenius, 7, 2020-11-02 03:27:24, A teacher on FB let her kids draw her Halloween costume AND THESE RESPONSES ARE FUCKING KILLING ME https://t.co/1FvATED9ix, 
MattStewartTV, 1, 2020-11-02 03:27:21, @GabeGossett @CedarwoodTavern @grayson_fb @Bronco_Ftball @GPBsports @mygpb I wouldn’t count on that, 
imbrianojr, 1, 2020-11-02 03:27:21, MLS FB account doesn't know the score of the game... https://t.co/BtwxVrKnyX, 
emili0_r3y, 0, 2020-11-02 03:27:19, RT @RadioCanaNegra: Our YouTube page has all of our FB Lives from June-October! Subscribe &amp; Share:  https://t.co/qqgWOzmjx3, 
xxxibdrgnaa, 1, 2020-11-02 03:27:18, @iihhtelel @pcrxhyunjin Fb + rt pinned, 
chromadove, 0, 2020-11-02 03:27:16, @PopBaseNow so true now fb, 
Wickie_33, 1, 2020-11-02 03:27:12, @Historian_Steve @tinydancer0318 @ProjectLincoln There is a whole fb group “wives of deplorables”!, 
yonnhere11, 0, 2020-11-02 03:27:08, @ankbundoo fb sep, 
Nebohtes, 2, 2020-11-02 03:27:07, @DrewHolden360 Is it a free and fair election? Pretty sure the commons are restricting communication by cancelling… https://t.co/e1u5rTtyNL, 
Lindafross2, 0, 2020-11-02 03:27:07, RT @Women2Dc: I will be filing a restraining order agar @roysilber because #RoySilber has threatened me in private on FB in the past &amp; this…, 
PanduAlbian, 0, 2020-11-02 03:27:07, @samueldedy_ Fb bg, 
ycurbaee, 0, 2020-11-02 03:27:02, @hopeshiine_ fb+rt pinned, 
Heavy_Fire666, 5, 2020-11-02 03:27:02, Did everyone else see this? Posted on FB 8 hours ago but not here or IG that I’ve seen https://t.co/54eBYeyGgH, 
pcwiyy, 0, 2020-11-02 03:27:01, @ur_nolepgirl FB+ RT PINNED YA MANGGGG, 
immariajones, 0, 2020-11-02 03:26:58, saw a post from @aniradioplus in fb accepting anime ep reviewers in ph lk i was just talking about this last mont… https://t.co/PWYZMUgy5C, 
ToddAdams_MEM, 0, 2020-11-02 03:26:56, RT @AlexRGillespie: Disappointed not surprised @American_FB., 
_Aqueleyoyo, 0, 2020-11-02 03:26:54, RT @humorandanimals: when memes come to real life(Kristin Cecile FB) https://t.co/BtV4I7dS5W, 
MuMofaBITCH1, 1, 2020-11-02 03:26:54, @Lanaloo18 @Emilie95557162 @CorbynistaTeen He’s not Far Right ask @MarkACollette! Mark &amp; his followers despise… https://t.co/DIyofO7pAc, 
SEEJ1N, 0, 2020-11-02 03:26:54, @PopBaseNow fb NEOWWW, 
Anthony47515981, 0, 2020-11-02 03:26:53, @RealJamesWoods For the love of God how could FB bam something so inspiring and moving!  They hate people who love liberty!, 
kthvlaa, 0, 2020-11-02 03:26:53, @haechanganteng0 fb + rt/like pinned ya, 
pennyissapphic, 0, 2020-11-02 03:26:51, RT @catrasivyy: reminders now that y’all are following poc accs:1. put your race in your bio/carrd2. don’t follow just for a fb3. actua…, 
SEEJ1N, 0, 2020-11-02 03:26:48, @PopBaseNow fb purr, 
bucinjepery2, 0, 2020-11-02 03:26:48, @aplebombs @fdhdyy fb+rt pinned, 
TaeKim40861892, 1, 2020-11-02 03:26:46, @crunchycrumble @jekikntol Fb+rt finned, 
FB_FilmRoom, 0, 2020-11-02 03:26:46, @KeyTBoi @RobGrasso3 @CBSSports Damn shame that Harland Svare ruined Johnny Unitas with the Chargers in 1973, 
KingRezizt, 0, 2020-11-02 03:26:45, RT @DroidNChill: I FB all MF. I’d like to reach 5000 ....delegates by Tuesday, 
yajelascantip, 1, 2020-11-02 03:26:43, @fdhdyy Fb + rt my pinned, 
tirkookie_, 0, 2020-11-02 03:26:42, @cosmogyraell fb then, 
RPHS_Panthers, 2, 2020-11-02 03:26:41, FBL: RP Wins #HalloweenShowdown: Beats Elkins/Moves Record to 2-0 in District Play! Check-Out The Highlights!… https://t.co/thubv5gPOa, 
arqueonautis, 0, 2020-11-02 03:26:38, RT @Women2Dc: According to the Corcoran Group statement they have dissociated themselves w:Roy the man that accosted me. Thx to all the sh…, 
BRIaboutit, 0, 2020-11-02 03:26:37, Baby my grandma goin off bout my party on fb. Chile imma just let her talk to herself in them comments, 
JeffColeEdD, 0, 2020-11-02 03:26:36, Dem Voters Have Been Pretty Energized This Season https://t.co/7m6g4Nz002 via @FacebookWatch, 
krtikqsuri, 0, 2020-11-02 03:26:33, @aplebombs @fdhdyy FB bund, 
HASNAIN98783536, 0, 2020-11-02 03:26:31, @jyoti28 @dashagreev Fb please@jyoti28, 
kateperidots, 3, 2020-11-02 03:26:31, Yep I’ve done this. The only fb male friends I have now are family members or people I work with https://t.co/yHm812Lu6l, 
yajelascantip, 1, 2020-11-02 03:26:29, @rheyzx Fb + rt my pinned, 
joeyno50, 0, 2020-11-02 03:26:28, RT @Women2Dc: I will be filing a restraining order agar @roysilber because #RoySilber has threatened me in private on FB in the past &amp; this…, 
bigschlatt, 0, 2020-11-02 03:26:27, RT @bigschlatt: also!!!!!! just thought id say..i dont fb unless u have an age indicator (ie: actual age or just "minor") somewhere in carr…, 
discocinthia, 0, 2020-11-02 03:26:27, RT @humorandanimals: when memes come to real life(Kristin Cecile FB) https://t.co/BtV4I7dS5W, 
cesar_castanos, 1, 2020-11-02 03:26:25, Hay hasta libros de colorear que explican esto...VOTE AGAINST THE MACHINECNN WPJ FB TWT NBC NYT CBSMEDIA +… https://t.co/0F9gmtAeJY, 
boris3324, 0, 2020-11-02 03:26:24, RT @Women2Dc: I will be filing a restraining order agar @roysilber because #RoySilber has threatened me in private on FB in the past &amp; this…, 
62Ethan, 10, 2020-11-02 03:26:24, Check out my Junior year regular season highlights! @EL_Trojans_FB @Kerry_55_ @jacksonrufus @eltrojans https://t.co/Hto8NKUvCg, 
nikbaret, 0, 2020-11-02 03:26:20, @DC_Draino Shared on fb, 
monicasmmm, 0, 2020-11-02 03:26:20, @ashbykoss @Lynlee2813 @ginnylourn Why would FB tag it as false if it were real?, 
QFaraK1, 0, 2020-11-02 03:26:19, @ur_nolepgirl Fb + rt pinned hyung, 
chillaaat, 0, 2020-11-02 03:26:15, deactivating my fb for some reasons., 
yajelascantip, 1, 2020-11-02 03:26:14, @iihhtelel Fb + rt my pinned, 
RPHS_Panthers, 18, 2020-11-02 03:26:07, FBL: RP Wins #HalloweenShowdown: Beats Elkins/Moves Record to 2-0 in District Play! Check-Out The Highlights!… https://t.co/dHgNSaZJOi, 
Javirojas2817, 0, 2020-11-02 03:26:07, RT @humorandanimals: when memes come to real life(Kristin Cecile FB) https://t.co/BtV4I7dS5W, 
folkywhore, 0, 2020-11-02 03:26:05, @PopBaseNow fb you ain’t @PopBase, 
yotarashere, 0, 2020-11-02 03:26:04, @hyuckchii fb + rt pinned thx, 
TeamJakeAbbey, 0, 2020-11-02 03:26:02, RT @Women2Dc: I will be filing a restraining order agar @roysilber because #RoySilber has threatened me in private on FB in the past &amp; this…, 
Sunyk0, 0, 2020-11-02 03:26:01, RT @Shabnam_4: #RF_PGAct&amp;FB@Daani99@Sadr005@Ghzl_3@2BN88@mfa_86@MY7590@Shabnam_4@soon_abid@Ghzal_6@Sunyk0@1Sha88@S__SSI@i___m…, 
fdhdyy, 0, 2020-11-02 03:25:58, @aplebombs fb+rt pinned ya, 
Melinda62909033, 0, 2020-11-02 03:25:57, RT @RandyJo22267560: @Melinda62909033 R U on FB? Tried 2 find you...2 NO avail! Got an article I stumbled on abt Barret &amp; her ILLEGITIMATE…, 
GraceKendallLit, 0, 2020-11-02 03:25:56, RT @ericbyler: Undecided Asian American voters are sharing this video of a Korean grandmother explaining her vote for @JoeBiden why she do…, 
KeyTBoi, 0, 2020-11-02 03:25:51, @FB_FilmRoom @RobGrasso3 @CBSSports Bledsoe had a career year in 2002 lol. He was in his prime when Belichick had him, 
krnkshgrc, 0, 2020-11-02 03:25:49, RT @stellyssuh: I've seen posts from Viga Catanduanes fb page and here are some photos I've found. The picture captures houses trees and…, 
